Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
51,AR5780026677825,5,,2,78000,,002667,7825,1978/08/26,64000,0000,13,8,0,5780026677825,65003,229mm x 229mm,304.68 mm,5,,61°17'30.17"N,153°14'50.49"W,61°21'00.00"N,153°22'18.01"W,61°21'14.91"N,153°07'36.01"W,61°13'58.02"N,153°07'18.01"W,61°13'48.00"N,153°22'00.01"W,61.291715,-153.247358,61.35,-153.37167,61.354141,-153.12667,61.232784,-153.12167,61.23,-153.36667,AR5780026677825,AR5780026677825,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677825
52,AR5780026677826,5,,2,78000,,002667,7826,1978/08/26,64181,0000,13,8,1,5780026677826,65003,229mm x 229mm,304.68 mm,5,,61°17'25.38"N,153°22'04.96"W,61°21'09.82"N,153°29'17.99"W,61°20'54.00"N,153°14'30.01"W,61°13'42.00"N,153°14'53.99"W,61°13'55.79"N,153°29'42.00"W,61.290382,-153.368044,61.352727,-153.48833,61.348333,-153.24167,61.228333,-153.24833,61.232164,-153.495,AR5780026677826,AR5780026677826,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677826
53,AR5780026677827,5,,2,78000,,002667,7827,1978/08/26,64181,0000,13,8,1,5780026677827,65003,229mm x 229mm,304.68 mm,5,,61°17'32.06"N,153°28'46.36"W,61°21'17.00"N,153°36'00.90"W,61°21'01.12"N,153°21'09.90"W,61°13'48.21"N,153°21'33.91"W,61°14'02.05"N,153°36'24.91"W,61.29224,-153.479545,61.354721,-153.60025,61.350312,-153.35275,61.230058,-153.35942,61.233902,-153.60692,AR5780026677827,AR5780026677827,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677827
54,AR5780026677919,5,,2,78000,,002667,7919,1978/08/26,62500,0000,13,8,0,5780026677919,65003,229mm x 229mm,304.68 mm,5,,61°23'27.61"N,153°27'12.17"W,61°27'19.02"N,153°33'47.99"W,61°26'42.00"N,153°19'12.00"W,61°19'36.00"N,153°20'35.99"W,61°20'13.37"N,153°35'12.01"W,61.391004,-153.453381,61.455282,-153.56333,61.445,-153.32,61.326667,-153.34333,61.337046,-153.58667,AR5780026677919,AR5780026677919,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677919
55,AR5780026677828,5,,2,78000,,002667,7828,1978/08/26,64181,0000,13,8,1,5780026677828,65003,229mm x 229mm,304.68 mm,5,,61°17'38.81"N,153°35'30.75"W,61°21'24.23"N,153°42'46.80"W,61°21'08.30"N,153°27'52.81"W,61°13'54.47"N,153°28'16.79"W,61°14'08.35"N,153°43'10.81"W,61.294114,-153.591876,61.35673,-153.713,61.352306,-153.46467,61.231797,-153.47133,61.235654,-153.71967,AR5780026677828,AR5780026677828,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677828
56,AR5780026677920,5,,2,78000,,002667,7920,1978/08/26,62500,0000,13,8,0,5780026677920,65003,229mm x 229mm,304.68 mm,5,,61°23'44.17"N,153°33'42.17"W,61°27'36.00"N,153°40'30.00"W,61°26'58.48"N,153°25'41.99"W,61°19'52.13"N,153°26'53.99"W,61°20'30.00"N,153°41'42.00"W,61.395602,-153.561715,61.46,-153.675,61.449577,-153.42833,61.331146,-153.44833,61.341667,-153.695,AR5780026677920,AR5780026677920,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677920
57,AR5780026677829,5,,2,78000,,002667,7829,1978/08/26,64181,0000,13,8,1,5780026677829,65003,229mm x 229mm,304.68 mm,5,,61°17'45.59"N,153°42'18.16"W,61°21'31.51"N,153°49'35.72"W,61°21'15.53"N,153°34'38.71"W,61°14'00.77"N,153°35'02.72"W,61°14'14.70"N,153°49'59.70"W,61.295998,-153.705045,61.358753,-153.82659,61.354314,-153.57742,61.233548,-153.58409,61.237418,-153.83325,AR5780026677829,AR5780026677829,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677829
58,AR5780026677822,5,,2,78000,,002667,7822,1978/08/26,64000,0000,13,8,0,5780026677822,65003,229mm x 229mm,304.68 mm,5,,61°17'47.52"N,152°54'26.60"W,61°21'20.58"N,153°01'59.99"W,61°21'36.00"N,152°46'48.00"W,61°14'12.00"N,152°46'48.00"W,61°14'01.64"N,153°01'59.99"W,61.296533,-152.90739,61.355718,-153.03333,61.36,-152.78,61.236667,-152.78,61.233788,-153.03333,AR5780026677822,AR5780026677822,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677822
59,AR5780026677823,5,,2,78000,,002667,7823,1978/08/26,64000,0000,13,8,0,5780026677823,65003,229mm x 229mm,304.68 mm,5,,61°17'41.57"N,153°01'27.56"W,61°21'13.55"N,153°08'56.00"W,61°21'28.80"N,152°53'53.99"W,61°14'07.16"N,152°53'53.99"W,61°13'56.91"N,153°08'56.00"W,61.29488,-153.024323,61.353765,-153.14889,61.358,-152.89833,61.235322,-152.89833,61.232475,-153.14889,AR5780026677823,AR5780026677823,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677823
60,AR5780026677824,5,,2,78000,,002667,7824,1978/08/26,64000,0000,13,8,0,5780026677824,65003,229mm x 229mm,304.68 mm,5,,61°17'35.76"N,153°08'18.53"W,61°21'06.69"N,153°15'42.01"W,61°21'21.77"N,153°00'50.00"W,61°14'02.43"N,153°00'50.00"W,61°13'52.29"N,153°15'42.01"W,61.293267,-153.13848,61.351859,-153.26167,61.356047,-153.01389,61.234009,-153.01389,61.231193,-153.26167,AR5780026677824,AR5780026677824,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677824
61,AR5780026677830,5,,2,78000,,002667,7830,1978/08/26,64181,0000,13,8,1,5780026677830,65003,229mm x 229mm,304.68 mm,5,,61°17'52.44"N,153°49'08.55"W,61°21'38.85"N,153°56'27.60"W,61°21'22.82"N,153°41'27.60"W,61°14'07.12"N,153°41'51.61"W,61°14'21.10"N,153°56'51.61"W,61.2979,-153.819042,61.360791,-153.941,61.356338,-153.691,61.235312,-153.69767,61.239195,-153.94767,AR5780026677830,AR5780026677830,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677830
62,AR5780026677853,5,,2,78000,,002667,7853,1978/08/26,63600,0000,13,8,0,5780026677853,65003,229mm x 229mm,304.68 mm,5,,61°30'07.46"N,153°42'07.94"W,61°33'48.00"N,153°49'21.00"W,61°33'48.00"N,153°34'14.99"W,61°26'28.01"N,153°34'57.00"W,61°26'25.94"N,153°50'03.01"W,61.502073,-153.702206,61.563333,-153.8225,61.563333,-153.57083,61.441113,-153.5825,61.440539,-153.83417,AR5780026677853,AR5780026677853,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677853
63,AR5780026677831,5,,2,78000,,002667,7831,1978/08/26,64181,0000,13,8,1,5780026677831,65003,229mm x 229mm,304.68 mm,5,,61°17'59.33"N,153°56'01.95"W,61°21'46.24"N,154°03'22.50"W,61°21'30.15"N,153°48'19.51"W,61°14'13.52"N,153°48'43.52"W,61°14'27.55"N,154°03'46.51"W,61.299815,-153.933875,61.362845,-154.05625,61.358376,-153.80542,61.237089,-153.81209,61.240985,-154.06292,AR5780026677831,AR5780026677831,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677831
64,AR5780026677845,5,,2,78000,,002667,7845,1978/08/26,64750,0000,13,8,1,5780026677845,65003,229mm x 229mm,304.68 mm,5,,61°29'14.58"N,154°39'07.05"W,61°32'42.00"N,154°47'24.00"W,61°33'06.35"N,154°32'17.99"W,61°25'46.28"N,154°30'47.99"W,61°25'24.00"N,154°45'54.00"W,61.487383,-154.651958,61.545,-154.79,61.551765,-154.53833,61.429522,-154.51333,61.423333,-154.765,AR5780026677845,AR5780026677845,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677845
65,AR5780026677846,5,,2,78000,,002667,7846,1978/08/26,64750,0000,13,8,1,5780026677846,65003,229mm x 229mm,304.68 mm,5,,61°29'25.65"N,154°31'57.08"W,61°32'53.45"N,154°40'18.01"W,61°33'18.02"N,154°25'04.01"W,61°25'56.95"N,154°23'34.01"W,61°25'34.47"N,154°38'48.01"W,61.490457,-154.532523,61.548181,-154.67167,61.555006,-154.41778,61.432486,-154.39278,61.426243,-154.64667,AR5780026677846,AR5780026677846,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677846
66,AR5780026677847,5,,2,78000,,002667,7847,1978/08/26,64750,0000,13,8,1,5780026677847,65003,229mm x 229mm,304.68 mm,5,,61°29'36.92"N,154°24'39.09"W,61°33'05.12"N,154°33'04.00"W,61°33'29.91"N,154°17'42.00"W,61°26'07.82"N,154°16'12.00"W,61°25'45.15"N,154°31'34.00"W,61.493588,-154.410857,61.551422,-154.55111,61.558307,-154.295,61.435505,-154.27,61.429207,-154.52611,AR5780026677847,AR5780026677847,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677847
67,AR5780026677848,5,,2,78000,,002667,7848,1978/08/26,64750,0000,13,8,1,5780026677848,65003,229mm x 229mm,304.68 mm,5,,61°29'47.97"N,154°17'31.11"W,61°33'17.00"N,154°25'41.99"W,61°33'42.00"N,154°10'12.00"W,61°26'18.00"N,154°09'18.00"W,61°25'55.13"N,154°24'47.99"W,61.496659,-154.291974,61.554722,-154.42833,61.561667,-154.17,61.438333,-154.155,61.431981,-154.41333,AR5780026677848,AR5780026677848,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677848
68,AR5780026677849,5,,2,78000,,002667,7849,1978/08/26,63500,0000,13,8,1,5780026677849,65003,229mm x 229mm,304.68 mm,6,,61°29'57.52"N,154°10'18.84"W,61°33'18.00"N,154°18'24.01"W,61°33'55.31"N,154°03'11.99"W,61°26'41.32"N,154°02'24.00"W,61°25'54.00"N,154°17'35.99"W,61.499312,-154.1719,61.555,-154.30667,61.565364,-154.05333,61.444811,-154.04,61.431667,-154.29333,AR5780026677849,AR5780026677849,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677849
69,AR5780026677909,5,,2,78000,,002667,7909,1978/08/26,64166,0000,13,8,1,5780026677909,65003,229mm x 229mm,304.68 mm,5,,61°35'08.07"N,154°31'37.19"W,61°38'52.55"N,154°40'00.55"W,61°38'44.71"N,154°24'39.82"W,61°31'24.47"N,154°23'15.83"W,61°31'30.38"N,154°38'36.56"W,61.585574,-154.526998,61.64793,-154.66682,61.645754,-154.41106,61.523465,-154.38773,61.525106,-154.64349,AR5780026677909,AR5780026677909,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677909
70,AR5780026677910,5,,2,78000,,002667,7910,1978/08/26,64166,0000,13,8,1,5780026677910,65003,229mm x 229mm,304.68 mm,5,,61°35'04.83"N,154°24'22.74"W,61°38'48.84"N,154°32'45.28"W,61°38'41.02"N,154°17'26.20"W,61°31'21.69"N,154°16'02.17"W,61°31'27.59"N,154°31'21.29"W,61.584675,-154.406316,61.646901,-154.54591,61.644729,-154.29061,61.522692,-154.26727,61.524331,-154.52258,AR5780026677910,AR5780026677910,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677910
71,AR5780026677832,5,,2,78000,,002667,7832,1978/08/26,64181,0000,13,8,1,5780026677832,65003,229mm x 229mm,304.68 mm,5,,61°18'06.27"N,154°02'58.35"W,61°21'53.69"N,154°10'20.42"W,61°21'37.54"N,153°55'14.41"W,61°14'19.96"N,153°55'38.42"W,61°14'34.04"N,154°10'44.40"W,61.301742,-154.049541,61.364913,-154.17234,61.360429,-153.92067,61.238879,-153.92734,61.242788,-154.179,AR5780026677832,AR5780026677832,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677832
72,AR5780026677833,5,,2,78000,,002667,7833,1978/08/26,64181,0000,13,8,1,5780026677833,65003,229mm x 229mm,304.68 mm,5,,61°18'13.27"N,154°09'57.74"W,61°22'01.18"N,154°17'21.30"W,61°21'44.99"N,154°02'12.34"W,61°14'26.46"N,154°02'36.31"W,61°14'40.57"N,154°17'45.31"W,61.303687,-154.16604,61.366995,-154.28925,61.362497,-154.03676,61.240682,-154.04342,61.244604,-154.29592,AR5780026677833,AR5780026677833,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677833
73,AR5780026677834,5,,2,78000,,002667,7834,1978/08/26,64181,0000,13,8,1,5780026677834,65003,229mm x 229mm,304.68 mm,5,,61°18'20.31"N,154°17'00.14"W,61°22'08.73"N,154°24'25.20"W,61°21'52.49"N,154°09'13.21"W,61°14'32.99"N,154°09'37.22"W,61°14'47.16"N,154°24'49.21"W,61.305642,-154.283371,61.369093,-154.407,61.36458,-154.15367,61.242498,-154.16034,61.246433,-154.41367,AR5780026677834,AR5780026677834,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677834
74,AR5780026677821,5,,2,78000,,002667,7821,1978/08/26,64000,0000,13,8,0,5780026677821,65003,229mm x 229mm,304.68 mm,0,,61°05'21.00"N,152°56'24.00"W,61°09'00.00"N,153°03'48.00"W,61°09'00.00"N,152°48'48.00"W,61°01'42.00"N,152°49'00.00"W,61°01'42.00"N,153°04'00.00"W,61.089167,-152.94,61.15,-153.063333,61.15,-152.813333,61.028333,-152.816667,61.028333,-153.066667,AR5780026677821,AR5780026677821,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677821
75,AR5780026677820,5,,2,78000,,002667,7820,1978/08/26,64000,0000,13,8,0,5780026677820,65003,229mm x 229mm,304.68 mm,5,,61°05'23.24"N,152°59'20.17"W,61°09'08.18"N,153°06'24.01"W,61°09'00.00"N,152°51'24.01"W,61°01'36.00"N,152°52'12.00"W,61°01'48.44"N,153°07'12.00"W,61.089788,-152.988935,61.152272,-153.10667,61.15,-152.85667,61.026667,-152.87,61.030123,-153.12,AR5780026677820,AR5780026677820,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677820
76,AR5780026677819,5,,2,78000,,002667,7819,1978/08/26,64000,0000,13,8,0,5780026677819,65003,229mm x 229mm,304.68 mm,5,,61°05'27.87"N,153°06'08.20"W,61°09'12.00"N,153°13'23.99"W,61°09'03.76"N,152°58'18.01"W,61°01'41.48"N,152°58'48.00"W,61°01'54.00"N,153°13'54.01"W,61.091076,-153.102279,61.153333,-153.22333,61.151045,-152.97167,61.028188,-152.98,61.031667,-153.23167,AR5780026677819,AR5780026677819,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677819
77,AR5780026677818,5,,2,78000,,002667,7818,1978/08/26,65000,0000,13,8,1,5780026677818,65003,229mm x 229mm,304.68 mm,5,,61°05'32.97"N,153°13'10.72"W,61°09'13.25"N,153°20'17.99"W,61°09'12.00"N,153°05'24.00"W,61°01'54.00"N,153°06'06.01"W,61°01'52.74"N,153°21'00.00"W,61.092491,-153.219645,61.153681,-153.33833,61.153333,-153.09,61.031667,-153.10167,61.031316,-153.35,AR5780026677818,AR5780026677818,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677818
78,AR5780026677817,5,,2,78000,,002667,7817,1978/08/26,65000,0000,13,8,1,5780026677817,65003,229mm x 229mm,304.68 mm,5,,61°05'33.01"N,153°19'44.48"W,61°09'13.83"N,153°27'11.27"W,61°09'12.57"N,153°12'14.26"W,61°01'53.47"N,153°12'20.27"W,61°01'52.20"N,153°27'17.24"W,61.092503,-153.329021,61.153842,-153.45313,61.153493,-153.20396,61.03152,-153.20563,61.031168,-153.45479,AR5780026677817,AR5780026677817,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677817
79,AR5780026677816,5,,2,78000,,002667,7816,1978/08/26,65000,0000,13,8,1,5780026677816,65003,229mm x 229mm,304.68 mm,5,,61°05'33.01"N,153°26'39.21"W,61°09'14.41"N,153°34'07.50"W,61°09'13.15"N,153°19'07.50"W,61°01'52.89"N,153°19'13.51"W,61°01'51.62"N,153°34'13.51"W,61.092504,-153.444226,61.154004,-153.56875,61.153653,-153.31875,61.031358,-153.32042,61.031005,-153.57042,AR5780026677816,AR5780026677816,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677816
80,AR5780026677835,5,,2,78000,,002667,7835,1978/08/26,64181,0000,13,8,1,5780026677835,65003,229mm x 229mm,304.68 mm,5,,61°18'27.40"N,154°24'05.54"W,61°22'16.34"N,154°31'32.12"W,61°22'00.04"N,154°16'17.11"W,61°14'39.58"N,154°16'41.12"W,61°14'53.79"N,154°31'56.10"W,61.307611,-154.401538,61.371206,-154.52559,61.366678,-154.27142,61.244327,-154.27809,61.248275,-154.53225,AR5780026677835,AR5780026677835,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677835
81,AR5780026677836,5,,2,78000,,002667,7836,1978/08/26,64181,0000,13,8,1,5780026677836,65003,229mm x 229mm,304.68 mm,5,,61°18'34.33"N,154°30'58.91"W,61°22'24.00"N,154°38'42.00"W,61°22'07.64"N,154°23'24.00"W,61°14'45.74"N,154°23'17.99"W,61°15'00.00"N,154°38'35.99"W,61.309536,-154.516363,61.373333,-154.645,61.36879,-154.39,61.246039,-154.38833,61.25,-154.64333,AR5780026677836,AR5780026677836,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677836
82,AR5780026677837,5,,2,78000,,002667,7837,1978/08/26,65000,0000,13,8,1,5780026677837,65003,229mm x 229mm,304.68 mm,5,,61°18'07.39"N,154°38'14.86"W,61°21'47.88"N,154°45'42.01"W,61°21'54.00"N,154°30'29.99"W,61°14'30.00"N,154°30'54.00"W,61°14'17.72"N,154°46'05.99"W,61.302052,-154.63746,61.3633,-154.76167,61.365,-154.50833,61.241667,-154.515,61.238255,-154.76833,AR5780026677837,AR5780026677837,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677837
83,AR5780026677838,5,,2,78000,,002667,7838,1978/08/26,65000,0000,13,8,1,5780026677838,65003,229mm x 229mm,304.68 mm,5,,61°18'03.12"N,154°45'17.78"W,61°21'44.99"N,154°52'52.50"W,61°21'51.21"N,154°37'25.50"W,61°14'24.40"N,154°37'49.51"W,61°14'11.92"N,154°53'16.51"W,61.300867,-154.754939,61.362497,-154.88125,61.364225,-154.62375,61.240112,-154.63042,61.236644,-154.88792,AR5780026677838,AR5780026677838,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677838
84,AR5780026677810,5,,2,78000,,002667,7810,1978/08/26,65000,0000,13,8,1,5780026677810,65003,229mm x 229mm,304.68 mm,5,,61°05'33.00"N,154°09'10.68"W,61°09'18.00"N,154°16'48.00"W,61°09'16.71"N,154°01'30.00"W,61°01'49.30"N,154°01'36.01"W,61°01'48.00"N,154°16'54.01"W,61.0925,-154.152968,61.155,-154.28,61.154643,-154.025,61.03036,-154.02667,61.03,-154.28167,AR5780026677810,AR5780026677810,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677810
85,AR5780026677809,5,,2,78000,,002667,7809,1978/08/26,65000,0000,13,8,1,5780026677809,65003,229mm x 229mm,304.68 mm,5,,61°05'43.11"N,154°16'13.27"W,61°09'24.96"N,154°23'42.00"W,61°09'30.00"N,154°08'24.00"W,61°02'00.00"N,154°08'42.00"W,61°01'57.44"N,154°24'00.00"W,61.095307,-154.270353,61.156932,-154.395,61.158333,-154.14,61.033333,-154.145,61.032623,-154.4,AR5780026677809,AR5780026677809,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677809
86,AR5780026677808,5,,2,78000,,002667,7808,1978/08/26,65000,0000,13,8,1,5780026677808,65003,229mm x 229mm,304.68 mm,5,,61°05'41.39"N,154°22'57.28"W,61°09'22.65"N,154°30'42.01"W,61°09'27.70"N,154°15'22.00"W,61°01'58.92"N,154°15'10.01"W,61°01'56.36"N,154°30'29.99"W,61.09483,-154.382578,61.156291,-154.51167,61.157695,-154.25611,61.033033,-154.25278,61.032321,-154.50833,AR5780026677808,AR5780026677808,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677808
87,AR5780026677807,5,,2,78000,,002667,7807,1978/08/26,65000,0000,13,8,1,5780026677807,65003,229mm x 229mm,304.68 mm,5,,61°05'39.65"N,154°29'58.29"W,61°09'20.33"N,154°37'44.00"W,61°09'25.39"N,154°22'22.01"W,61°01'57.75"N,154°22'09.98"W,61°01'55.18"N,154°37'32.02"W,61.094348,-154.499526,61.155647,-154.62889,61.157054,-154.37278,61.032708,-154.36944,61.031995,-154.62556,AR5780026677807,AR5780026677807,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677807
88,AR5780026677815,5,,2,78000,,002667,7815,1978/08/26,65000,0000,13,8,1,5780026677815,65003,229mm x 229mm,304.68 mm,5,,61°05'33.01"N,153°33'36.96"W,61°09'15.00"N,153°41'06.76"W,61°09'13.73"N,153°26'03.77"W,61°01'52.30"N,153°26'09.74"W,61°01'51.02"N,153°41'12.77"W,61.092504,-153.560267,61.154167,-153.68521,61.153815,-153.43438,61.031195,-153.43604,61.03084,-153.68688,AR5780026677815,AR5780026677815,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677815
89,AR5780026677814,5,,2,78000,,002667,7814,1978/08/26,65000,0000,13,8,1,5780026677814,65003,229mm x 229mm,304.68 mm,5,,61°05'33.01"N,153°40'37.70"W,61°09'15.59"N,153°48'09.00"W,61°09'14.32"N,153°33'02.99"W,61°01'51.71"N,153°33'09.00"W,61°01'50.43"N,153°48'15.01"W,61.092503,-153.677139,61.154331,-153.8025,61.153979,-153.55083,61.03103,-153.5525,61.030675,-153.80417,AR5780026677814,AR5780026677814,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677814
90,AR5780026677813,5,,2,78000,,002667,7813,1978/08/26,65000,0000,13,8,1,5780026677813,65003,229mm x 229mm,304.68 mm,5,,61°05'33.00"N,153°47'41.44"W,61°09'16.19"N,153°55'14.27"W,61°09'14.91"N,153°40'05.23"W,61°01'51.11"N,153°40'11.24"W,61°01'49.83"N,153°55'20.24"W,61.092501,-153.794845,61.154497,-153.92063,61.154143,-153.66812,61.030864,-153.66979,61.030508,-153.92229,AR5780026677813,AR5780026677813,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677813
91,AR5780026677812,5,,2,78000,,002667,7812,1978/08/26,65000,0000,13,8,1,5780026677812,65003,229mm x 229mm,304.68 mm,5,,61°05'33.00"N,153°54'48.19"W,61°09'16.79"N,154°02'22.49"W,61°09'15.51"N,153°47'10.50"W,61°01'50.51"N,153°47'16.51"W,61°01'49.22"N,154°02'28.50"W,61.092501,-153.913386,61.154663,-154.03958,61.154308,-153.78625,61.030698,-153.78792,61.03034,-154.04125,AR5780026677812,AR5780026677812,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677812
92,AR5780026677811,5,,2,78000,,002667,7811,1978/08/26,65000,0000,13,8,1,5780026677811,65003,229mm x 229mm,304.68 mm,5,,61°05'33.00"N,154°01'57.94"W,61°09'17.39"N,154°09'33.77"W,61°09'16.11"N,153°54'18.76"W,61°01'49.90"N,153°54'24.73"W,61°01'48.61"N,154°09'39.74"W,61.0925,-154.03276,61.154831,-154.15938,61.154475,-153.90521,61.030529,-153.90687,61.03017,-154.16104,AR5780026677811,AR5780026677811,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677811
93,AR5780026677803,5,,2,78000,,002667,7803,1978/08/26,65333,0000,13,8,1,5780026677803,65003,229mm x 229mm,304.68 mm,5,,61°06'10.58"N,154°57'52.27"W,61°10'06.00"N,155°05'12.01"W,61°09'43.61"N,154°49'54.01"W,61°02'17.01"N,154°50'35.99"W,61°02'36.00"N,155°05'53.99"W,61.102938,-154.964519,61.168333,-155.08667,61.162114,-154.83167,61.038057,-154.84333,61.043333,-155.09833,AR5780026677803,AR5780026677803,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677803
94,AR5780026677804,5,,2,78000,,002667,7804,1978/08/26,65333,0000,13,8,1,5780026677804,65003,229mm x 229mm,304.68 mm,5,,61°06'01.45"N,154°51'07.28"W,61°09'56.08"N,154°58'25.50"W,61°09'33.77"N,154°43'10.49"W,61°02'08.66"N,154°43'52.50"W,61°02'27.59"N,154°59'07.51"W,61.100402,-154.852021,61.165579,-154.97375,61.15938,-154.71958,61.035738,-154.73125,61.040997,-154.98542,AR5780026677804,AR5780026677804,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677804
